cleaned_content,sentiment
aplikasi apaan ini. sudah repot sekarang meski belinya. tidak bisa tap di mobil lagi. di tolak dari busway harapan indah - pulogadung. tidak jelas aplikasi,0
bagus,1
aplikasi apaan sudah pesan malah dibanlist bagaimana sih,0
semakin kesini pelayanan buruk. kepotong 2 kali sampai sudah lewat bulan,0
terimakasih. dapat dibatalkan tanpa ribet.,1
nice,1
pelayanan bagus nyaman untuk trip,1
bagus tapi kebanyakan ap. kenapa tidak jadi 1 saja,1
ribet banget menjngkelkan,0
"tidak ribet buat kemana mana lagi,apalagi pembayaran cepat, mempermudah aku banget",1
bego,0
mantap,1
"menurut aku pribadi dengan adanya transportasi kayak transjakarta memudahkan untuk pengguna dalam berpergian selain aman dan nyaman , ongkos nya pun murah dan flat fe , selain itu bisa terhindar dari kemacetan jangan dan minim resiko kejahatan , wajah gembira dengan mata bahagia",1
aplikasi sampah.,0
"sudah beli tiket tapi tiketnya tidak bisa, saldo sudah kepotong, sudah chat cs bilang 7 hari kerja, sampai sekarang saldo gabalik",0
"aplikasinya error mau login susahnya meminta ampun, padahal datanya sudah cocok semua akhirnya di uninstall deh",0
pembatal ribet,0
sangat membantu sekali untuk transportasi kerja,1
layanan yang bagus,1
mantap pelayanannya,1
beberapa hari lancar sih . sekarang kok tidak di temukan jadwalnya . wajah menangis keras,1
aplikasi jelek pembayaran suka error,0
"bagus buat perantau yang bingung mau naik apa, ada tracking menit kedatangannya",1
selamat pagi apakah kami bisa meminta jadwal pemberakatan kereta ekonomi dan eksekutive jurusan jakarta dari gubeng terima kasih,1
"menunggu kode otp sampai diulang beberapa kali tetap belum terkirim, jadi tidak bisa beli tiket jis",0
"jadi enak mau kemana"" bisa cek dulu di aplikasi transjakarta ini, mantap. apknya gampang digunain",1
sangatlah membantu sekali,1
"pada saat pembukaan hari, pemesan membludak dan sistem. error",1
sangat bagus,1
uninstall apknya karena sekarang lebih ribet metode pembayaran ewallet seperti ovo dan gopay tidak ada,0
mamtapks,1
god job,1
kai semakin berjaya .pelayanan semakin bagus,1
kasih estimasi waktu keberangkatan selanjutnya dari setasiun yang dipilih dong,1
sangat membantu dan mempermudah untuk menemukan rutedan halte² berkeliling jakarta menggunakan transjakarta pokoknya mantaaap.,1
beli tiket kereta api mudah dan prakstis,1
mantap,1
"saran dari saya, buat fitur untuk cek rute bus tertentu misal 9a mulai dari mana dan sampai mana, dan ketika kita klik di halte manapun misal kebayoran lama, itu muncul rute nya dari situ kita bisa ke mana saja. kayak di maps kalau kita klik stasiun tanah abang kan muncul tuh rute/jalur nya, tanah abang sampai rangakas. sekian dan terima gaji.",1
cs wa bisnisnya jeleeek tidak ada repon menunggu saja lama tidak ada jawaban teruuuus,0
bagus untuk pesan tiket kai,1
"aplikasi bodoh, masa beli tiket pagi 2 ribu pas mau tap out jam 7 sudah kedaluwarsa qr nya. sat",0
keretanya bersih dan pelayanan memuaskan,1
"sering error, fitur ubah jadwal, batalkan pesanan dihilangkan jempol ke bawah big l buat kai",0
wedus,0
"aplikasi busuk . muter2 ke ke member basic az. kirim notifikasi ke email, tidak dikirim kirim",0
saran metode shopepay ada ini dong,1
sangat sangat baikp,1
mantap,1
bagus & sangat menikmati sekali dengan moda transportasi raya terpadu mrt jakarta,1
"aplikasinya sangat bermanfaat untuk pengguna layanan transjakarta, terus tingkatkan lagi layanan nya, maju terus transjakarta kuh",1
"pbk , ibu pemimpin kai yang terhormat saya rakyat kecil yang ingin naik kereta yang harga murah tapi jangan dibikin rakyat ini pusing pak , ibu sudah melek malam matanya ngantuk sudah melek²in alhasil sungguh mengecewakan mau pesan ngeleg² terus tolong disediakan juga yang of line bpk / ibu biarkan aku nungu 24 jam tidak papa di stasiun yang penting dapat tiket begitulah bapak ibu deritanya rakyat bawah seperti saya ini semoga kai membaharui sistemnya yang lebih bagus",0
"susah banget masuk . mau dapat kursi saja menunggu jam 00.00. setelah itu masih saja jadwal tidak dtemukan.kecewa. tolong diperbaiki dengan sebaik mungkin. saya barusan bayar tiket selesai dan lancar tapi tiket saya tidak ada. sampai saya beli kedua kali bayar selesai tetap tiket saya hanya 1, padahal 2x transaksi bayar. kecewa.",0
fitur baru masyaallah,1
mempermudah,1
"aplikasi yang bikin saya tidak kesulitan lagi buat naik transjakarta. bisa mantau perjalanan bus secara real, ada cek rute dan jadwal, tidak bikin lagi ketinggalan dan salah naik.",1
semuanya ok,1
ok banget,1
sering bug dan time out terus,0
"saran saja, kalau mau pemeliharaan sistem jangan di bawah jam 23.00 ke bawah, kan masih banyak orang yang akitvitas pulang kerja juga, tiba jam 22.00 eroro tidak bisa tampilin barcode, ketrngan sitem dalam pemeliharaan, kan syang2 yang sudah membelian tiket sbelum2 jam sebegitu tidak bisa di gunain",0
pas lupa password pas di klik tidak bisa .pas bertanya ke wa nya mengantri nya lama banget.nih aplikasi tidak fast respon.,0
sejauh ini transjakarta sangat membantu untuk terhindar dari macet saat bepergian di jakarta,1
"sejak ada aplikasi nya jadi lebih praktis buat bepergian kemana-mana, sangat memudahkan bgt pokoknya",1
"lebih gampang pesan tiket di gojek dari pada di aplikasi kai nya sendiri, aneh menyusahkan jelek banget aplikasi nya tidak rekomen tidak usah di download percuma",0
memuaskan,1
"aplikasinya cukup membantu banget buat cek rute busway. tinggal buka, langsung tau halte terdekat dan posisi bus. kadang infonya telat dikit, tapi tetap jauh lebih enak daripada menunggu tanpa kepastian. simpel, ringan, dan kepake banget tiap hari. jempol ke atas",1
"jangan dipaksainlah pakai aplikasi kalau belum maximal.bikin malu saja, skelas tranjakarta, bus ibukota, masa ia aplikasi banyak bugnya, jadi tidak ada guna,",0
dimudahkan,1
bagus,1
ok,1
oke sangat membantu saya untuk aktivitas sehari-hari,1
"ini habis di update kok tidak ada data bus ya, coba di hp lain juga sama",0
mantab,1
"proses lama ! setelah beli tiket malah di proses hampir 15 menit, dan pengembalian ana juga lama !",0
"sudah online di kai akses dari jam 00.00 sampai jam 00.40 untuk pemesanan tiket lokal trouble terus , tidak bisa masuk ke jadwal pemesanan tiket , setelah pukul 00.45 baru bisa masuk ke layanan pemesanan tiket . mau pesan tiket lah kok tiket sudah habis ( tinggal tanpa tempat duduk saja ) . ternyata di sini banyak yang mengeluh masalah pemesanan yang tiba-tiba trouble ini .",0
"aplikasi yang sangat rudet,",0
aplikasi mantap membantu masyarakat jakarta.,1
"gila gila gila sengaja ngewar tiket menunggu jam 00.00 eh giliran mau lanjutkan aplikasi muter2 tidak jelas. coba terus sampai ada 30 menit, tau tau seat habis. niat tidak sebenarnya bikin aplikasi, mending balikin saja beli ke loket lagi atau kalau tidak sudah hapus saja aplikasinya",0
"ini katanya pengembalian 100% karena ada kereta anjlok di subang, tapi di aplikasi masih kepotong 25%, tolong jangan korupsi kai !",0
sangat menguntungkan,1
"aplikasi mudah & simple, terima kasih pak anies 66",1
"kadang aplikasi sering time out padahal koneksi bagus, dan saran untuk penggantian jadwal tiket untuk 25% terlalu besar menurut saya, mungkin kedepannya bisa diturunkan jadi 10% dari tiket, dan untuk pembatalan tiket untuk pengembalian dana kalau bisa dipercepat lagi menjadi 2-3 hari agar kalau pembatalan mendadak bisa cepat untuk dana pembatalan tersebut. ada lagi, niatnya book buat lihat ketersediaan kursi malah dibatasi 6x book dalam 1 hari, hadeh!.",0
baik,1
"cepat , aman dan akurat",1
"aneh,tidak jelas,sudah verivikasi ini itu,bisa login,habis itu ulang lagi dari awal.aplikasi apa game emosi simulator,tolong kalau ada bintang setengah saya pilih bintang setengah.",0
bagus luck,1
oke,1
"kok tidak bisa di buka ya, tulisannya pengembangan atau apa terus di suruh matikan hp, sudah di restart tapi tidak bisa ke buka juga",0
bagus gan jempol ke atas wajah tersenyum,1
bagus,1
sangar baik,1
serba minus semua,0
berguna untuk melakukan transportasi di area jakarta untuk ke tempat tertentu,1
"update terus tapi semakin lemot kenapa ya? dulu jm 00.01 war tiket gampang banget. sekarang sampai jm 12.59 masih luemot tidak muncul jadwal kereta. tulisannya ""ups! jadwal tidak ditemukan"" di semua tanggal wajah mengantuk",0
"untuk koneksi pantauan nya masih buruk perlu di tingkatkan lagi masa saya menunggu di halte busway minitrans arah bus mau ke halte selanjutnya tiba-tiba kok sudah lewat saja, padahal saya sudah menunggu. dari monitor nya saya pantau. hadeeh payah",0
mantap dan sangat mempermudah urusan transportasi,1
alhamdulillah,1
aplikasi ini sangat membantu untuk orang yang suka menggunakan transportasi bus bisa melihat dimana saja halte halte terdekat di sekitar kita jadi tidak bingung lagi cari halte jempol ke atas,1
sangat membantu untuk melihat jadwal keberangkatan transjakarta dan melihat rutenya fiturnya juga sudah oke banget,1
"tambahkan opsi pembayaran lebih banyak kayak gopay, siapa yang mau pakai astrapay menambah nambahin saja",0
"aplikasinya sangat berguna untuk saya yang sering naik transjakarta. fitur pencarian rutenya akurat dan jadwal bus juga cukup tepat, jadi bisa atur waktu perjalanan dengan lebih baik.semoga ke depannya bisa ada peningkatan yang menarik, biar makin mantap. tapi sejauh ini, saya puas banget. terima kasih transjakarta.",1
"aplikasi ini bagus, saran saya sebagai warga jakarta kedepannya dari kartu jaklingko dan aplikasi jak lingko ap di singkronkan juga min, jadi kita bisa tau saldo jaklingko kita dan bisa tap ini tap out melalu 1 kartu yang kita punya via aplikasi jaklingko, tanpa harus beli tiket dulu kalau disaldo kartu jaklingko kita sudah ada uang elektronik",1
mau daftar buat paswod kok susah banget sih buat masuk ke akun . sampai bolak balik pindah ke akun lain biar bisa masuk ke akun . malah susah .,0
mantap,1
mantap,1
"pertahankan, kebersihan dan tingkatkan fasilitas di setiap station pemberhentian. amin.",1
bagus,1
"supir angkot jak 56 tidak mau berhenti padahal saya sudah di bus stop+ protokol kesehatan,karena tidak mau berhenti saya jadi terlambat sekolah,mohon dong untuk supirnya di seleksi yang kerjanya benar sama yang tidak, menyesal saya beli jaklingko tau supirnya kayak begitu semua",0
"keren,tidak menyangka kalau di indonesia bisa keren",1
apaaansi susah banget login balik lagi mulu tidak bisa diandelin kalau butuh,0
kumon,1
oke baik,1
"aku yang suka bepergian suka banget pakai aplikasi ini. penggunaannya gampang dan user friendly. bagus job deh buat transjakarta, semoga bisa dikembangin lagi",1
aplikasi ppk gangguan mulu,0
"sumpah ini benaran tolong aplikasinya segera diperbaiki. sekelas kai acses kayak begini. sudah ditunggu tidak tidur tapi tetap load ujung2nya time out, terus dicoba terus jadwal tidak ada, ujung2nya kehabisan kursi terus dicoba lagi tetap time out. terus mau lo bagaimana sih. ini parah banget sumpah",0
mantap jiwa,1
sangat baik,1
"tidak semua hafal sama kelas kelas kereta kalian wahai kai, balikin kayak yang lama dimana kita bisa filter ekonomi bisnis dan eksekutif, begitupun dengan harga, dikasih yang jelas jangan terselubung kayak begini",1
masih banyak bug mau daftar saja mentok di kode otp,0
jos,1
membantu banget aplikasi ini. pokoknya lov lov deh wajah memberikan ciuman jauh wajah tersenyum dengan 3 hati,1
aplikasi sangat mantap,1
sering error,0
aplikasi transjakarta sangat membantu banget untuk perjalanan karena rute perjalanan lengkap dan sangat mudah di mengerti,1
pt kai memang mantap,1
mempercepat waktu perjalanan,1
pelayanan yang menyenangkan,1
bisa buat beli tidak bisa buat batalin. payah,0
"aplikasi yang membantu banget buat gua pengabdi kendaraan umum khususnya transjakarta, aplikasi yang bisa di pakai buat cari rute, jadwal, dan informasi terbaru tentang armadanya. yang paling penting berguna banget buat tracking bus, jadi kita tau kapan busnya datang, apalagi di tempat asing dan halte yang minim informasi. terima kasih transjakarta sudah memudahkan perjalanan gua dengan aplikasi nya",1
bagus,1
"kapan sih saldonya bisa di isi di aplikasi mrt, katanya bisa pakai e wallet di mrt",0
aplikasi tidak jelas. loading lama padahal jelas jelas jsringan bagus dan kuota masih banyak. perbaiki lagi lah biar tidak load lama kayak ginu terus.,0
aplikasi tidak jelas.belum di tab.masa keterangan sudah terpakai.apalagi yang jenis kartu.saldo 50.000 satu kali tab sisah saldo 20.000.karena saya orang nya teliti.,0
"untuk aplikasinya sering banget error dan jika ada kendala di tengah proses pembelian tiket, data"" yang sudah diinput hilang semua",0
kai tambah maju.mantap.,1
bagus,1
pas war tiket error dan kehabisan,0
"buat warga jakarta, aplikasi ini wajib banget di-instal. informasi lengkap tentang rute, halte, bahkan integrasi dengan mrt dan lrt juga ada. saya paling suka fitur eta (perkiraan waktu kedatangan bus), meski sesekali masih meleset tapi sangat membantu.",1
aplikasinya sangat membantu sekali . amazing .,1
"aplikasinya sangat membantu sekali jadi mudah banget kalau mau kemana"" rute nya jelas mau mencari halte tidak perlu bingung lagi buat orang yang baru ke jakarta",1
"baru saja mau pesan tiket eh susah banget mau bayar pakai e-walet atau kartu debit ""ops, terjadi kesalahan"" mulu padahal dulu mah gampang mau bayar pakai e-walet atau debit",1
transportasi publik modern,1
"aplikasi terkocak yang pernah aku download,kereta telat lama tidak ada konfirmasi, penumpang datang baru dikonfirmasi telat,direfund gagal ,uang diminta tunai,dikasih batas 1 hari padahal masih diluar kota,kocak2 terampas",0
aplikasi mya memudahkan kita untuk mengakses informasi tentang transjakarta,1
sangat membantu,1
membantu sekali,1
"cal centre whatsaap nya mana,pada molor begitu.yang jawab bot terus.di suruh menunggu terus.",0
"sangat baik, mudah menggunakannya",1
bagus ap.,1
"yaelah,kalau server down hapus saja nih aplikasi,.tidak niat buat aplikasi apa? mau pergi2an jadi susah ini gara-gara server down dari semalem",0
"aplikasi sampah, update terus, tidak stabil, bumn apa yang diharapkan, selamat saja sudah sukur tidak bida diharapkan kenyamanannya",0
"aplikasi transjakarta sangat bagus sekali, ini merupakan inovasi terbaru. rute jelas, bisa terpantau melalui aplikasi. mudah digunakan berbagai fiturnya.",1
"aplikasi yang bagus sih menurut aku, sederhana tapi memudahkan pengguna. efektif dan efisien sekali buat aku yang selalu dikejar kejar waktu. secara keseluruhan bagus banget deh. semoga layanannya selalu makin bagus",1
"transjakarta sekarang makin keren! bus bersih, sopir ramah, dan jadwalnya makin tepat waktu. terima kasih sudah bikin perjalanan harian jadi nyaman mengangkat tangan",1
ok,1
sudah 10 hari lebih. aplikasi tidak bisa digunakan. adakah yang mengalaminya juga. khawatir disitu ada data lengkap kita,0
mantap,1
mohon di perbaiki setelah aplikasi update kak go show -2 jam sebelum tidak muncul di aplikasi tapi jika di akses melalu web bisa muncul,0
"ap nya sudah bagus. tapi terkadang kalau beli tiket itu, sudah bayar tapi tidak muncul e-tiket nya, jadi tolong diperbaiki melipat tangan warna kulit cerah . apalagi kalau biasa naik kereta lokal untuk aktivitas sehari², lumayan repot kalau semisal error melipat tangan warna kulit cerah",1
kenapa gagal terus ya daftar akun jadi member basic,0
baik,1
bagus selalu mantap,1
"sekarang kualitas nya makin buruk! info jadwal keberangkatan kereta lambat, tidak akurat, tidak bisa membantu! sering error padahal baru dowload",0
"cara pesan tiket lebih dari 4 bagaimana min? maksimal kok cuma 4 penumpang, sedangkan 1 keluarga ku ada 6 orang",0
"update lagi dengan alarm kedatangan, alarm keberangkatan dan alarm ketika mau sampai stasiun tujuan",1
bagus,1
bagus,1
mantul,1
agak lambat ya responnya. terus ini pilihan upgrade benefitnya apa? meminta ktp plus foto selfie dengan ktp pula.,0
sip,1
bagus,1
"sangat baik, apalagi bisa melacak keberadaan bus nya keren mudahkan pemakai nya",1
bagus,1
oke,1
"error parah, jadwal tidak keluar sama sekali.come on kai",0
hp aku error.,1
semoga dapat membantu pengguna transjakarta,1
"cari tiket lokal susah nya setengah mati. kalau aplikasi belum siap melayani dengan baik, lebih baik aktifkan beli tiket di loket",0
"banyak banget yang ngejoki ngab, jadi kalau mau beli pasti sudah habis",0
belum pernah naik,1
lebih efisien dan efektif,1
perlu penambahan gerbong buat kereta ekonomi bukit serelo jurusan kertapati-lubuk linggau p kak penumpang di sumsel hanya formalitas saja dengan keberangkatan 1 kali cuman sehari,0
